12.2 million with 512 Dimensions vectors.


system : m20 base cluster + 3 * s50 search nodes.

Non Staggered :
Host CPU count 192
======================================================================================================================================================
Pipeline                                 RPM      Threads  Sample   Reqs     NumCand   topK    P50(ms)    P70(ms)    P95(ms)    P99(ms)   
functionalHybdrid                        50000    512      100      50000    500       500      414.27     589.25     2228.56    26388.02  
VectorSearchOnly                         50000    64       100      50000    100       100      40.85      51.02      80.37      103.16    
VectorSearchOnly                         50000    64       100      50000    300       100      41.16      50.88      78.38      99.04     
VectorSearchOnly                         50000    64       100      50000    500       100      41.70      50.97      77.12      98.56     
VectorSearchOnly                         50000    64       100      50000    500       250      93.07      112.23     246.77     289.87    
VectorSearchOnly                         50000    64       100      50000    500       500      130.70     160.11     299.75     341.78    
VectorSearchOnly                         50000    128      100      50000    100       100      79.08      105.44     183.88     242.75    
VectorSearchOnly                         50000    128      100      50000    300       100      79.74      105.49     180.19     239.51    
VectorSearchOnly                         50000    128      100      50000    500       100      79.84      104.98     178.54     236.28    
VectorSearchOnly                         50000    128      100      50000    500       250      202.30     273.52     433.70     524.89    
VectorSearchOnly                         50000    128      100      50000    500       500      295.44     381.32     544.73     641.61    
VectorSearchOnly                         50000    256      100      50000    100       100      106.94     153.21     310.03     462.10    
VectorSearchOnly                         50000    256      100      50000    300       100      96.43      137.04     274.01     421.15    
VectorSearchOnly                         50000    256      100      50000    500       100      132.21     188.04     365.02     512.24    
VectorSearchOnly                         50000    256      100      50000    500       250      215.67     300.39     497.44     644.01    
VectorSearchOnly                         50000    256      100      50000    500       500      388.33     511.43     887.81     3597.83   
VectorSearchOnly                         50000    512      100      50000    100       100      112.14     157.71     309.87     496.50    
VectorSearchOnly                         50000    512      100      50000    300       100      126.83     183.22     370.59     562.05    
VectorSearchOnly                         50000    512      100      50000    500       100      107.02     152.62     326.87     1044.62   
VectorSearchOnly                         50000    512      100      50000    500       250      305.25     427.12     954.21     10103.24  
VectorSearchOnly                         50000    512      100      50000    500       500      381.00     498.97     908.97     17887.90  
functionalHybdrid                        100000   64       100      100000   100       100      40.35      49.34      74.77      94.21     
functionalHybdrid                        100000   64       100      100000   300       100      40.67      48.88      72.24      90.96     
functionalHybdrid                        100000   64       100      100000   500       100      41.21      48.46      69.31      85.65     
functionalHybdrid                        100000   64       100      100000   500       250      86.22      98.59      135.14     991.01    
functionalHybdrid                        100000   64       100      100000   500       500      117.35     134.15     205.75     1035.95   
functionalHybdrid                        100000   128      100      100000   100       100      79.88      103.41     169.25     221.04    
functionalHybdrid                        100000   128      100      100000   300       100      79.42      101.89     165.55     216.36    
functionalHybdrid                        100000   128      100      100000   500       100      79.62      101.37     163.52     212.12    
functionalHybdrid                        100000   128      100      100000   500       250      179.06     212.79     391.51     1168.40   
functionalHybdrid                        100000   128      100      100000   500       500      280.91     334.74     1111.30    1302.72   
functionalHybdrid                        100000   256      100      100000   100       100      142.59     198.54     365.56     502.15    
functionalHybdrid                        100000   256      100      100000   300       100      100.85     142.49     294.72     441.70    
functionalHybdrid                        100000   256      100      100000   500       100      120.13     168.84     329.82     481.86    
functionalHybdrid                        100000   256      100      100000   500       250      246.70     325.52     1185.47    1485.42   
functionalHybdrid                        100000   256      100      100000   500       500      406.22     504.87     1432.18    1833.90   
functionalHybdrid                        100000   512      100      100000   100       100      396.99     464.36     1389.95    1403.14   
functionalHybdrid                        100000   512      100      100000   300       100      107.15     151.91     359.90     1105.41   
functionalHybdrid                        100000   512      100      100000   500       100      117.08     166.39     527.81     3215.75   
functionalHybdrid                        100000   512      100      100000   500       250      231.86     301.19     1207.66    10107.38  
functionalHybdrid                        100000   512      100      100000   500       500      362.35     425.70     1320.23    2823.03   
VectorSearchOnly                         100000   64       100      100000   100       100      41.29      51.82      82.05      106.26    
VectorSearchOnly                         100000   64       100      100000   300       100      41.79      51.83      80.81      103.13    
VectorSearchOnly                         100000   64       100      100000   500       100      55.89      57.49      63.91      317.25    
VectorSearchOnly                         100000   64       100      100000   500       250      91.53      109.07     328.71     388.77    
VectorSearchOnly                         100000   64       100      100000   500       500      125.54     147.72     402.47     453.40    
VectorSearchOnly                         100000   128      100      100000   100       100      80.33      105.79     181.61     239.38    
VectorSearchOnly                         100000   128      100      100000   300       100      80.67      108.34     183.89     244.14    
VectorSearchOnly                         100000   128      100      100000   500       100      80.27      105.56     179.55     238.32    
VectorSearchOnly                         100000   128      100      100000   500       250      233.86     490.11     509.01     518.74    
VectorSearchOnly                         100000   128      100      100000   500       500      270.93     350.89     612.38     725.95    
VectorSearchOnly                         100000   256      100      100000   100       100      84.38      117.14     218.64     309.45    
VectorSearchOnly                         100000   256      100      100000   300       100      82.59      114.19     208.20     288.75    
VectorSearchOnly                         100000   256      100      100000   500       100      106.83     152.50     304.63     466.90    
VectorSearchOnly                         100000   256      100      100000   500       250      244.03     352.33     688.41     999.65    
VectorSearchOnly                         100000   256      100      100000   500       500      334.72     478.62     857.74     1306.32   
VectorSearchOnly                         100000   512      100      100000   100       100      387.83     515.26     790.00     802.97    
VectorSearchOnly                         100000   512      100      100000   300       100      122.26     183.28     609.10     2056.29   
VectorSearchOnly                         100000   512      100      100000   500       100      102.00     142.55     272.05     416.41    
VectorSearchOnly                         100000   512      100      100000   500       250      261.15     396.19     1036.99    11069.23  
VectorSearchOnly                         100000   512      100      100000   500       500      386.93     569.24     1353.59    19877.32  
======================================================================================================================================================


Staggered:

Host CPU count: 64
==========================================================================================================================================================================
Pipeline                       RPM Target RPM Actual Threads  Sample   Reqs     Completed  Errors   NumCand   TopK     P50(ms)    P70(ms)    P95(ms)    P99(ms)   
==========================================================================================================================================================================
functionalHybrid               1000       1000.5     64       100      1000     1000  (100.0%) 0        100       100      17.13      17.65      19.12      20.21     
functionalHybrid               1000       1000.4     64       100      1000     1000  (100.0%) 0        300       100      18.79      19.50      20.80      21.83     
functionalHybrid               1000       1000.4     64       100      1000     1000  (100.0%) 0        500       100      20.19      20.93      22.47      23.79     
functionalHybrid               1000       1000.2     64       100      1000     1000  (100.0%) 0        500       250      33.53      34.45      35.84      37.35     
functionalHybrid               1000       999.9      64       100      1000     1000  (100.0%) 0        500       500      53.97      54.76      57.65      60.42     
functionalHybrid               1000       1000.3     128      100      1000     1000  (100.0%) 0        100       100      17.06      17.48      18.80      19.72     
functionalHybrid               1000       1000.3     128      100      1000     1000  (100.0%) 0        300       100      18.77      19.58      20.79      21.72     
functionalHybrid               1000       1000.2     128      100      1000     1000  (100.0%) 0        500       100      20.42      21.08      22.54      23.63     
functionalHybrid               1000       1000.1     128      100      1000     1000  (100.0%) 0        500       250      33.59      34.53      36.21      37.76     
functionalHybrid               1000       999.7      128      100      1000     1000  (100.0%) 0        500       500      53.79      54.84      57.66      60.72     
functionalHybrid               1000       1000.0     256      100      1000     1000  (100.0%) 0        100       100      17.25      17.70      18.84      19.74     
functionalHybrid               1000       1000.0     256      100      1000     1000  (100.0%) 0        300       100      18.76      19.42      20.93      21.84     
functionalHybrid               1000       1000.0     256      100      1000     1000  (100.0%) 0        500       100      20.50      20.97      22.75      23.68     
functionalHybrid               1000       999.6      256      100      1000     1000  (100.0%) 0        500       250      33.57      34.20      36.22      37.52     
functionalHybrid               1000       999.3      256      100      1000     1000  (100.0%) 0        500       500      53.92      55.00      57.68      60.18     
VectorSearchOnly               1000       1000.6     64       100      1000     1000  (100.0%) 0        100       100      12.61      13.10      13.97      14.60     
VectorSearchOnly               1000       1000.6     64       100      1000     1000  (100.0%) 0        300       100      14.35      14.75      15.80      16.71     
VectorSearchOnly               1000       1000.5     64       100      1000     1000  (100.0%) 0        500       100      15.58      16.31      18.01      19.40     
VectorSearchOnly               1000       1000.4     64       100      1000     1000  (100.0%) 0        500       250      26.30      27.18      28.83      30.20     
VectorSearchOnly               1000       1000.1     64       100      1000     1000  (100.0%) 0        500       500      41.70      42.83      44.92      47.19     
VectorSearchOnly               1000       1000.4     128      100      1000     1000  (100.0%) 0        100       100      12.79      13.22      14.20      15.06     
VectorSearchOnly               1000       1000.3     128      100      1000     1000  (100.0%) 0        300       100      14.66      14.98      16.13      17.02     
VectorSearchOnly               1000       1000.3     128      100      1000     1000  (100.0%) 0        500       100      15.91      16.57      18.00      18.84     
VectorSearchOnly               1000       1000.2     128      100      1000     1000  (100.0%) 0        500       250      26.40      27.20      28.98      30.35     
VectorSearchOnly               1000       999.9      128      100      1000     1000  (100.0%) 0        500       500      41.62      42.73      45.01      49.72     
VectorSearchOnly               1000       1000.1     256      100      1000     1000  (100.0%) 0        100       100      12.88      13.38      14.29      14.79     
VectorSearchOnly               1000       1000.0     256      100      1000     1000  (100.0%) 0        300       100      14.38      14.89      16.14      16.94     
VectorSearchOnly               1000       1000.1     256      100      1000     1000  (100.0%) 0        500       100      15.71      16.30      18.00      19.30     
VectorSearchOnly               1000       999.8      256      100      1000     1000  (100.0%) 0        500       250      26.59      27.07      29.01      30.78     
VectorSearchOnly               1000       999.6      256      100      1000     1000  (100.0%) 0        500       500      41.78      42.73      45.09      47.53     
functionalHybrid               10000      103274.7   64       100      10000    10000 (100.0%) 0        100       100      17.45      20.87      61.84      118.72    
functionalHybrid               10000      100365.5   64       100      10000    10000 (100.0%) 0        300       100      18.97      20.06      24.95      96.55     
functionalHybrid               10000      108972.7   64       100      10000    10000 (100.0%) 0        500       100      28.75      34.88      65.65      109.82    
functionalHybrid               10000      52991.4    64       100      10000    10000 (100.0%) 0        500       250      54.66      75.52      158.93     226.66    
functionalHybrid               10000      38342.2    64       100      10000    10000 (100.0%) 0        500       500      80.72      105.58     201.04     264.32    
functionalHybrid               10000      73164.9    128      100      10000    10000 (100.0%) 0        100       100      91.55      95.23      185.27     227.83    
functionalHybrid               10000      105150.2   128      100      10000    10000 (100.0%) 0        300       100      19.99      22.79      68.38      135.68    
functionalHybrid               10000      106035.2   128      100      10000    10000 (100.0%) 0        500       100      29.60      42.47      107.65     172.27    
functionalHybrid               10000      51558.6    128      100      10000    10000 (100.0%) 0        500       250      95.18      142.83     291.92     409.43    
functionalHybrid               10000      38098.7    128      100      10000    10000 (100.0%) 0        500       500      172.54     233.98     398.66     540.65    
functionalHybrid               10000      72804.0    256      100      10000    10000 (100.0%) 0        100       100      187.09     221.87     360.76     452.83    
functionalHybrid               10000      105241.7   256      100      10000    10000 (100.0%) 0        300       100      28.27      40.33      106.60     171.31    
functionalHybrid               10000      108834.7   256      100      10000    10000 (100.0%) 0        500       100      47.27      72.06      167.84     264.86    
functionalHybrid               10000      42371.8    256      100      10000    10000 (100.0%) 0        500       250      256.66     419.80     565.24     703.40    
functionalHybrid               10000      36878.1    256      100      10000    10000 (100.0%) 0        500       500      327.76     432.94     729.59     1145.32   
functionalHybrid               10000      108191.4   512      100      10000    10000 (100.0%) 0        100       100      32.92      47.94      118.18     183.36    
functionalHybrid               10000      106134.4   512      100      10000    10000 (100.0%) 0        300       100      34.38      49.78      118.60     181.48    
functionalHybrid               10000      107183.9   512      100      10000    10000 (100.0%) 0        500       100      40.28      56.04      131.24     200.49    
functionalHybrid               10000      50094.6    512      100      10000    10000 (100.0%) 0        500       250      130.15     191.22     398.65     987.36    
functionalHybrid               10000      29824.0    512      100      10000    10000 (100.0%) 0        500       500      417.03     516.01     8372.28    10477.23  
VectorSearchOnly               10000      109596.0   64       100      10000    10000 (100.0%) 0        100       100      25.42      33.96      81.64      132.72    
VectorSearchOnly               10000      99656.7    64       100      10000    10000 (100.0%) 0        300       100      16.85      19.00      28.48      52.13     
VectorSearchOnly               10000      105615.0   64       100      10000    10000 (100.0%) 0        500       100      24.80      30.99      63.98      101.85    
VectorSearchOnly               10000      52062.9    64       100      10000    10000 (100.0%) 0        500       250      57.98      80.23      161.55     225.64    
VectorSearchOnly               10000      34586.3    64       100      10000    10000 (100.0%) 0        500       500      104.08     123.63     179.03     217.22    
VectorSearchOnly               10000      110866.9   128      100      10000    10000 (100.0%) 0        100       100      40.42      63.08      144.17     242.00    
VectorSearchOnly               10000      111193.4   128      100      10000    10000 (100.0%) 0        300       100      42.99      63.61      150.31     235.91    
VectorSearchOnly               10000      108892.4   128      100      10000    10000 (100.0%) 0        500       100      39.00      57.73      133.48     210.11    
VectorSearchOnly               10000      54156.8    128      100      10000    10000 (100.0%) 0        500       250      96.70      137.74     270.47     392.52    
VectorSearchOnly               10000      37396.7    128      100      10000    10000 (100.0%) 0        500       500      174.17     224.39     370.95     497.35    
VectorSearchOnly               10000      105509.7   256      100      10000    10000 (100.0%) 0        100       100      24.75      38.61      102.21     173.34    
VectorSearchOnly               10000      108110.4   256      100      10000    10000 (100.0%) 0        300       100      35.77      58.68      151.25     229.55    
VectorSearchOnly               10000      108075.9   256      100      10000    10000 (100.0%) 0        500       100      39.77      60.51      145.14     225.09    
VectorSearchOnly               10000      53316.6    256      100      10000    10000 (100.0%) 0        500       250      76.46      109.31     236.70     353.58    
VectorSearchOnly               10000      36255.6    256      100      10000    10000 (100.0%) 0        500       500      240.77     329.99     606.05     925.90    
VectorSearchOnly               10000      106366.4   512      100      10000    10000 (100.0%) 0        100       100      25.37      38.55      99.86      163.66    
VectorSearchOnly               10000      107854.0   512      100      10000    10000 (100.0%) 0        300       100      32.06      48.32      122.71     197.35    
VectorSearchOnly               10000      106343.2   512      100      10000    10000 (100.0%) 0        500       100      33.13      47.72      114.41     182.59    
VectorSearchOnly               10000      52846.0    512      100      10000    10000 (100.0%) 0        500       250      117.83     174.12     360.55     584.16    
VectorSearchOnly               10000      36129.4    512      100      10000    10000 (100.0%) 0        500       500      269.33     355.12     637.00     1006.93   
functionalHybrid               50000      100254.9   64       100      50000    50000 (100.0%) 0        100       100      35.51      40.18      52.91      65.85     
functionalHybrid               50000      101560.7   64       100      50000    50000 (100.0%) 0        300       100      33.30      39.73      63.72      103.26    
functionalHybrid               50000      98010.2    64       100      50000    50000 (100.0%) 0        500       100      34.38      40.05      56.57      80.89     
functionalHybrid               50000      47230.7    64       100      50000    50000 (100.0%) 0        500       250      69.84      83.89      127.36     541.37    
functionalHybrid               50000      36327.2    64       100      50000    50000 (100.0%) 0        500       500      83.05      92.75      183.55     584.34    
functionalHybrid               50000      105681.2   128      100      50000    50000 (100.0%) 0        100       100      18.16      33.52      106.20     190.59    
functionalHybrid               50000      101951.7   128      100      50000    50000 (100.0%) 0        300       100      25.58      39.37      71.52      160.79    
functionalHybrid               50000      103220.9   128      100      50000    50000 (100.0%) 0        500       100      23.87      26.39      37.27      53.08     
functionalHybrid               50000      47886.6    128      100      50000    50000 (100.0%) 0        500       250      119.86     155.07     529.14     694.32    
functionalHybrid               50000      30781.1    128      100      50000    50000 (100.0%) 0        500       500      237.67     293.98     660.45     825.78    
functionalHybrid               50000      103501.0   256      100      50000    50000 (100.0%) 0        100       100      29.03      53.62      177.56     316.41    
functionalHybrid               50000      99511.0    256      100      50000    50000 (100.0%) 0        300       100      47.59      57.47      110.09     219.40    
functionalHybrid               50000      103966.7   256      100      50000    50000 (100.0%) 0        500       100      28.06      45.74      149.58     258.78    
functionalHybrid               50000      43733.6    256      100      50000    50000 (100.0%) 0        500       250      211.25     266.32     767.25     1056.18   
functionalHybrid               50000      24072.0    256      100      50000    49894 (99.8%) 106      500       500      372.57     430.74     887.17     1349.18   
functionalHybrid               50000      100696.0   512      100      50000    50000 (100.0%) 0        100       100      48.26      65.44      160.18     299.92    
functionalHybrid               50000      100245.9   512      100      50000    50000 (100.0%) 0        300       100      77.15      98.67      255.13     2125.59   
functionalHybrid               50000      102175.1   512      100      50000    50000 (100.0%) 0        500       100      40.37      64.03      179.15     464.99    
functionalHybrid               50000      42939.9    512      100      50000    50000 (100.0%) 0        500       250      223.03     323.53     1023.76    10660.03  
functionalHybrid               50000      26163.7    512      100      50000    50000 (100.0%) 0        500       500      403.81     501.48     2764.74    13074.50  
VectorSearchOnly               50000      103482.6   64       100      50000    50000 (100.0%) 0        100       100      18.63      24.42      66.58      126.43    
VectorSearchOnly               50000      87940.2    64       100      50000    50000 (100.0%) 0        300       100      19.62      32.50      59.27      174.04    
VectorSearchOnly               50000      97986.7    64       100      50000    50000 (100.0%) 0        500       100      18.31      21.25      53.88      105.44    
VectorSearchOnly               50000      39699.4    64       100      50000    50000 (100.0%) 0        500       250      78.79      87.93      258.15     287.51    
VectorSearchOnly               50000      35958.0    64       100      50000    50000 (100.0%) 0        500       500      81.75      110.39     261.25     346.77    
VectorSearchOnly               50000      101398.9   128      100      50000    50000 (100.0%) 0        100       100      12.74      14.40      89.16      176.86    
VectorSearchOnly               50000      106999.1   128      100      50000    50000 (100.0%) 0        300       100      31.16      54.44      140.01     229.80    
VectorSearchOnly               50000      106044.1   128      100      50000    50000 (100.0%) 0        500       100      25.61      47.36      124.37     200.76    
VectorSearchOnly               50000      49922.5    128      100      50000    50000 (100.0%) 0        500       250      98.45      142.13     330.78     458.92    
VectorSearchOnly               50000      31900.9    128      100      50000    50000 (100.0%) 0        500       500      220.83     268.01     424.86     518.66    
VectorSearchOnly               50000      102696.9   256      100      50000    50000 (100.0%) 0        100       100      18.93      37.49      170.33     313.85    
VectorSearchOnly               50000      104081.2   256      100      50000    50000 (100.0%) 0        300       100      38.45      70.24      163.99     253.18    
VectorSearchOnly               50000      103126.0   256      100      50000    50000 (100.0%) 0        500       100      20.24      24.65      109.97     203.14    
VectorSearchOnly               50000      35514.2    256      100      50000    50000 (100.0%) 0        500       250      363.44     541.65     706.59     836.40    
VectorSearchOnly               50000      32141.4    256      100      50000    50000 (100.0%) 0        500       500      276.58     350.20     655.46     1305.04   
VectorSearchOnly               50000      101764.1   512      100      50000    50000 (100.0%) 0        100       100      34.82      61.52      167.23     308.64    
VectorSearchOnly               50000      101048.1   512      100      50000    50000 (100.0%) 0        300       100      27.93      51.26      154.06     275.77    
VectorSearchOnly               50000      102256.9   512      100      50000    50000 (100.0%) 0        500       100      41.03      69.60      172.83     425.61    
VectorSearchOnly               50000      48304.2    512      100      50000    50000 (100.0%) 0        500       250      46.80      90.73      324.32     1232.64   
VectorSearchOnly               50000      31480.9    512      100      50000    49975 (100.0%) 25       500       500      281.99     365.57     665.20     10043.60  
functionalHybrid               100000     102928.9   64       100      100000   100000(100.0%) 0        100       100      31.85      39.14      69.15      112.54    
functionalHybrid               100000     98076.8    64       100      100000   100000(100.0%) 0        300       100      20.20      22.46      47.23      91.37     
functionalHybrid               100000     102329.9   64       100      100000   100000(100.0%) 0        500       100      28.05      34.71      64.44      94.50     
functionalHybrid               100000     50202.4    64       100      100000   100000(100.0%) 0        500       250      58.89      74.18      126.22     897.94    
functionalHybrid               100000     31377.7    64       100      100000   100000(100.0%) 0        500       500      109.77     132.32     180.45     1021.26   
functionalHybrid               100000     102244.6   128      100      100000   100000(100.0%) 0        100       100      18.84      23.54      79.30      164.76    
functionalHybrid               100000     101893.0   128      100      100000   100000(100.0%) 0        300       100      21.24      24.26      38.97      87.09     
functionalHybrid               100000     102913.1   128      100      100000   100000(100.0%) 0        500       100      26.16      31.17      67.65      139.85    
functionalHybrid               100000     41164.8    128      100      100000   100000(100.0%) 0        500       250      164.21     188.33     258.79     1109.09   
functionalHybrid               100000     25391.3    128      100      100000   100000(100.0%) 0        500       500      283.96     327.11     476.81     1275.08   
functionalHybrid               100000     100120.8   256      100      100000   100000(100.0%) 0        100       100      35.64      62.70      142.65     298.18    
functionalHybrid               100000     100717.5   256      100      100000   100000(100.0%) 0        300       100      27.09      45.95      82.92      108.29    
functionalHybrid               100000     86619.3    256      100      100000   100000(100.0%) 0        500       100      29.91      41.64      192.81     1163.46   
functionalHybrid               100000     42299.6    256      100      100000   100000(100.0%) 0        500       250      195.30     234.53     696.44     1366.97   
functionalHybrid               100000     25977.4    256      100      100000   100000(100.0%) 0        500       500      357.69     417.24     1310.09    2623.82   
functionalHybrid               100000     96686.8    512      100      100000   100000(100.0%) 0        100       100      54.91      75.85      121.20     376.79    
functionalHybrid               100000     87019.6    512      100      100000   100000(100.0%) 0        300       100      65.47      85.30      490.84     1548.33   
functionalHybrid               100000     102905.9   512      100      100000   100000(100.0%) 0        500       100      35.94      65.02      239.85     892.32    
functionalHybrid               100000     41275.2    512      100      100000   100000(100.0%) 0        500       250      205.39     253.38     1378.55    10235.58  
functionalHybrid               100000     24371.4    512      100      100000   99963 (100.0%) 37       500       500      377.36     438.38     2022.16    10402.82  
VectorSearchOnly               100000     87188.4    64       100      100000   100000(100.0%) 0        100       100      12.81      15.07      53.74      73.17     
VectorSearchOnly               100000     99213.6    64       100      100000   100000(100.0%) 0        300       100      15.20      17.60      55.91      113.20    
VectorSearchOnly               100000     97222.9    64       100      100000   100000(100.0%) 0        500       100      17.57      19.72      43.15      95.08     
VectorSearchOnly               100000     38678.3    64       100      100000   100000(100.0%) 0        500       250      79.91      89.07      186.58     449.90    
VectorSearchOnly               100000     32602.4    64       100      100000   100000(100.0%) 0        500       500      99.85      122.50     233.91     468.73    
VectorSearchOnly               100000     100225.4   128      100      100000   100000(100.0%) 0        100       100      12.33      13.04      23.04      89.31     
VectorSearchOnly               100000     99887.0    128      100      100000   100000(100.0%) 0        300       100      14.64      15.83      39.33      118.51    
VectorSearchOnly               100000     103678.3   128      100      100000   100000(100.0%) 0        500       100      20.16      32.91      111.42     199.69    
VectorSearchOnly               100000     49912.4    128      100      100000   100000(100.0%) 0        500       250      39.88      51.79      219.89     477.30    
VectorSearchOnly               100000     34066.4    128      100      100000   100000(100.0%) 0        500       500      193.55     238.80     528.07     667.83    
VectorSearchOnly               100000     101584.6   256      100      100000   100000(100.0%) 0        100       100      12.91      25.33      188.41     317.88    
VectorSearchOnly               100000     99371.7    256      100      100000   100000(100.0%) 0        300       100      14.75      15.96      32.80      94.06     
VectorSearchOnly               100000     100671.6   256      100      100000   100000(100.0%) 0        500       100      17.47      19.22      28.40      55.25     
VectorSearchOnly               100000     35925.5    256      100      100000   100000(100.0%) 0        500       250      350.02     434.67     804.75     917.52    
VectorSearchOnly               100000     31153.0    256      100      100000   100000(100.0%) 0        500       500      271.98     331.96     676.07     1066.29   
VectorSearchOnly               100000     101195.1   512      100      100000   100000(100.0%) 0        100       100      19.54      46.25      151.81     312.84    
VectorSearchOnly               100000     100281.5   512      100      100000   100000(100.0%) 0        300       100      20.18      49.90      155.91     310.91    
VectorSearchOnly               100000     91788.7    512      100      100000   100000(100.0%) 0        500       100      23.13      55.45      481.74     958.08    
VectorSearchOnly               100000     49193.4    512      100      100000   100000(100.0%) 0        500       250      43.58      64.72      393.18     1092.81   
VectorSearchOnly               100000     33991.3    512      100      100000   100000(100.0%) 0        500       500      67.74      87.74      383.90     914.90    

system: m60 base cluster + 5*s60 search nodes with Scalar Quantization

Non Staggered :


Host CPU count 64
======================================================================================================================================================
Pipeline                                 RPM      Threads  Sample   Reqs     NumCand   topK     P50(ms)    P70(ms)    P95(ms)    P99(ms)   
======================================================================================================================================================
functionalHybdrid                        1000     64       100      1000     100       100      23.38      34.59      155.64     218.32    
functionalHybdrid                        1000     64       100      1000     300       100      23.37      28.51      56.98      94.35     
functionalHybdrid                        1000     64       100      1000     500       100      25.56      30.33      48.76      83.01     
functionalHybdrid                        1000     64       100      1000     500       250      47.58      58.55      109.63     147.24    
functionalHybdrid                        1000     64       100      1000     500       500      72.12      85.20      142.17     199.43    
functionalHybdrid                        1000     128      100      1000     100       100      18.85      22.04      36.86      60.81     
functionalHybdrid                        1000     128      100      1000     300       100      21.49      25.23      44.06      69.26     
functionalHybdrid                        1000     128      100      1000     500       100      24.28      28.90      53.21      79.90     
functionalHybdrid                        1000     128      100      1000     500       250      55.68      73.75      141.77     190.71    
functionalHybdrid                        1000     128      100      1000     500       500      127.57     163.95     303.52     427.85    
functionalHybdrid                        1000     256      100      1000     100       100      18.13      20.01      27.88      39.38     
functionalHybdrid                        1000     256      100      1000     300       100      20.19      22.48      30.54      45.87     
functionalHybdrid                        1000     256      100      1000     500       100      23.30      26.42      36.31      47.83     
functionalHybdrid                        1000     256      100      1000     500       250      45.37      55.37      111.40     159.11    
functionalHybdrid                        1000     256      100      1000     500       500      235.69     337.27     686.54     1051.42   
VectorSearchOnly                         1000     64       100      1000     100       100      15.41      19.14      45.91      78.20     
VectorSearchOnly                         1000     64       100      1000     300       100      19.09      23.84      58.30      96.45     
VectorSearchOnly                         1000     64       100      1000     500       100      21.15      26.61      55.75      76.88     
VectorSearchOnly                         1000     64       100      1000     500       250      46.38      60.50      114.84     164.96    
VectorSearchOnly                         1000     64       100      1000     500       500      69.54      87.14      156.33     218.00    
VectorSearchOnly                         1000     128      100      1000     100       100      14.62      17.37      28.71      41.39     
VectorSearchOnly                         1000     128      100      1000     300       100      16.83      20.43      37.95      59.04     
VectorSearchOnly                         1000     128      100      1000     500       100      19.68      23.77      42.25      66.08     
VectorSearchOnly                         1000     128      100      1000     500       250      38.66      46.96      86.31      140.38    
VectorSearchOnly                         1000     128      100      1000     500       500      79.38      106.37     213.64     293.32    
VectorSearchOnly                         1000     256      100      1000     100       100      13.46      14.97      20.83      32.40     
VectorSearchOnly                         1000     256      100      1000     300       100      15.73      17.73      26.52      37.97     
VectorSearchOnly                         1000     256      100      1000     500       100      18.54      20.96      37.17      55.41     
VectorSearchOnly                         1000     256      100      1000     500       250      34.44      42.40      70.50      103.97    
VectorSearchOnly                         1000     256      100      1000     500       500      58.09      70.67      112.88     174.48    
functionalHybdrid                        10000    64       100      10000    100       100      21.33      28.05      68.03      108.45    
functionalHybdrid                        10000    64       100      10000    300       100      23.49      29.80      62.99      95.94     
functionalHybdrid                        10000    64       100      10000    500       100      26.03      31.86      58.74      82.98     
functionalHybdrid                        10000    64       100      10000    500       250      49.09      64.26      139.63     192.85    
functionalHybdrid                        10000    64       100      10000    500       500      76.01      101.19     176.99     224.31    
functionalHybdrid                        10000    128      100      10000    100       100      35.42      51.61      120.07     193.27    
functionalHybdrid                        10000    128      100      10000    300       100      35.07      49.98      114.74     185.26    
functionalHybdrid                        10000    128      100      10000    500       100      39.17      53.01      113.77     178.23    
functionalHybdrid                        10000    128      100      10000    500       250      105.02     148.57     274.45     368.60    
functionalHybdrid                        10000    128      100      10000    500       500      168.03     225.30     347.52     420.96    
functionalHybdrid                        10000    256      100      10000    100       100      30.77      40.77      87.98      139.35    
functionalHybdrid                        10000    256      100      10000    300       100      71.19      85.49      123.89     2378.99   
functionalHybdrid                        10000    256      100      10000    500       100      79.19      92.63      130.29     3347.72   
functionalHybdrid                        10000    256      100      10000    500       250      179.18     216.76     327.09     8088.09   
functionalHybdrid                        10000    256      100      10000    500       500      296.19     371.63     618.50     1275.40   
functionalHybdrid                        10000    512      100      10000    100       100      22.46      28.34      54.92      84.46     
functionalHybdrid                        10000    512      100      10000    300       100      24.62      30.34      57.56      86.92     
functionalHybdrid                        10000    512      100      10000    500       100      28.75      34.39      60.23      91.14     
functionalHybdrid                        10000    512      100      10000    500       250      90.21      135.80     279.97     389.10    
functionalHybdrid                        10000    512      100      10000    500       500      410.46     529.67     1904.86    4659.31   
VectorSearchOnly                         10000    64       100      10000    100       100      19.31      27.59      76.31      136.77    
VectorSearchOnly                         10000    64       100      10000    300       100      21.64      29.86      73.59      122.59    
VectorSearchOnly                         10000    64       100      10000    500       100      23.89      31.26      70.26      109.31    
VectorSearchOnly                         10000    64       100      10000    500       250      55.81      69.05      120.48     171.42    
VectorSearchOnly                         10000    64       100      10000    500       500      104.38     122.22     168.65     202.37    
VectorSearchOnly                         10000    128      100      10000    100       100      32.80      48.94      117.72     177.26    
VectorSearchOnly                         10000    128      100      10000    300       100      30.96      47.06      113.73     179.77    
VectorSearchOnly                         10000    128      100      10000    500       100      35.54      51.14      117.25     190.58    
VectorSearchOnly                         10000    128      100      10000    500       250      91.60      126.70     247.61     349.01    
VectorSearchOnly                         10000    128      100      10000    500       500      151.17     195.47     356.49     506.73    
