12.2 million with 512 Dimensions vectors.


system : m20 base cluster + 3 * s50 search nodes.

Non Staggered :
Host CPU count 192
======================================================================================================================================================
Pipeline                                 RPM      Threads  Sample   Reqs     NumCand   topK    P50(ms)    P70(ms)    P95(ms)    P99(ms)   
functionalHybdrid                        100000   256      100      100000   300       100      83.28      111.80     198.33     271.83    
functionalHybdrid                        100000   256      100      100000   500       100      86.55      113.10     196.63     268.59    
functionalHybdrid                        100000   256      100      100000   500       250      206.96     268.72     1144.97    1434.60   
functionalHybdrid                        100000   256      100      100000   500       500      376.18     442.41     1371.44    1790.85   
functionalHybdrid                        100000   512      100      100000   100       100      100.80     140.10     284.53     548.06    
functionalHybdrid                        100000   512      100      100000   300       100      115.54     165.12     501.16     2287.78   
functionalHybdrid                        100000   512      100      100000   500       100      95.22      123.28     202.06     273.56    
functionalHybdrid                        100000   512      100      100000   500       250      245.15     329.50     1490.16    19752.48  
functionalHybdrid                        100000   512      100      100000   500       500      377.41     442.46     1474.45    15830.94  
VectorSearchOnly                         100000   64       100      100000   100       100      40.96      51.71      82.12      105.35    
VectorSearchOnly                         100000   64       100      100000   300       100      41.52      51.75      81.52      104.33    
VectorSearchOnly                         100000   64       100      100000   500       100      42.34      51.79      78.25      98.78     
VectorSearchOnly                         100000   64       100      100000   500       250      92.43      110.91     350.19     410.63    
VectorSearchOnly                         100000   64       100      100000   500       500      128.37     151.23     405.50     459.06    
VectorSearchOnly                         100000   128      100      100000   100       100      80.48      109.52     186.01     248.49    
VectorSearchOnly                         100000   128      100      100000   300       100      80.49      107.36     184.37     244.06    
VectorSearchOnly                         100000   128      100      100000   500       100      81.25      107.29     179.52     236.54    
VectorSearchOnly                         100000   128      100      100000   500       250      194.71     254.48     533.07     637.37    
VectorSearchOnly                         100000   128      100      100000   500       500      271.86     359.29     640.58     754.80    
VectorSearchOnly                         100000   256      100      100000   100       100      116.84     167.94     345.11     512.61    
VectorSearchOnly                         100000   256      100      100000   300       100      90.91      127.13     253.55     389.38    
VectorSearchOnly                         100000   256      100      100000   500       100      121.64     172.64     344.16     512.97    
VectorSearchOnly                         100000   256      100      100000   500       250      268.86     400.38     766.99     1138.57   
VectorSearchOnly                         100000   256      100      100000   500       500      361.86     526.63     925.17     1385.21   
VectorSearchOnly                         100000   512      100      100000   100       100      99.98      142.21     319.24     1653.51   
VectorSearchOnly                         100000   512      100      100000   300       100      117.21     169.71     425.66     1078.23   
VectorSearchOnly                         100000   512      100      100000   500       100      116.75     162.81     345.30     727.32    
VectorSearchOnly                         100000   512      100      100000   500       250      274.19     422.19     943.46     9726.73   
VectorSearchOnly                         100000   512      100      100000   500       500      374.41     554.22     1350.74    19477.65  
======================================================================================================================================================


M40 base cluster + 3 * s60 Search nodes

======================================================================================================================================================
Pipeline                                 RPM      Threads  Sample   Reqs     NumCand   topK     P50(ms)    P70(ms)    P95(ms)    P99(ms)   
======================================================================================================================================================
functionalHybdrid                        1000     64       100      1000     100       100      267.19     665.53     1649.20    1875.14   
functionalHybdrid                        1000     64       100      1000     300       100      128.64     296.69     856.57     1381.70   
functionalHybdrid                        1000     64       100      1000     500       100      88.44      190.95     506.62     773.59    
functionalHybdrid                        1000     64       100      1000     500       250      202.17     595.63     1482.88    1914.89   
functionalHybdrid                        1000     64       100      1000     500       500      138.80     1299.63    2474.44    2704.02   
functionalHybdrid                        1000     128      100      1000     100       100      88.67      112.44     220.72     282.28    
functionalHybdrid                        1000     128      100      1000     300       100      84.06      108.30     239.98     336.75    
functionalHybdrid                        1000     128      100      1000     500       100      84.02      108.25     237.86     350.69    
functionalHybdrid                        1000     128      100      1000     500       250      250.22     338.94     649.30     941.99    
functionalHybdrid                        1000     128      100      1000     500       500      549.88     1334.97    2390.72    2823.49   
functionalHybdrid                        1000     256      100      1000     100       100      160.45     207.35     368.40     491.81    
functionalHybdrid                        1000     256      100      1000     300       100      170.50     224.13     383.53     477.03    
functionalHybdrid                        1000     256      100      1000     500       100      135.42     171.07     309.22     426.72    
functionalHybdrid                        1000     256      100      1000     500       250      482.90     579.13     820.09     1105.24   
functionalHybdrid                        1000     256      100      1000     500       500      1096.03    1259.19    1605.70    1958.80   
VectorSearchOnly                         1000     64       100      1000     100       100      38.34      47.34      70.78      88.67     
VectorSearchOnly                         1000     64       100      1000     300       100      37.89      45.18      67.09      150.81    
VectorSearchOnly                         1000     64       100      1000     500       100      39.40      46.61      67.85      110.61    
VectorSearchOnly                         1000     64       100      1000     500       250      79.31      97.16      221.42     286.55    
VectorSearchOnly                         1000     64       100      1000     500       500      117.04     172.16     908.57     1371.91   
VectorSearchOnly                         1000     128      100      1000     100       100      35.76      46.52      78.50      107.22    
VectorSearchOnly                         1000     128      100      1000     300       100      37.24      46.48      72.14      95.67     
VectorSearchOnly                         1000     128      100      1000     500       100      43.81      58.30      104.59     140.67    
VectorSearchOnly                         1000     128      100      1000     500       250      147.59     183.30     310.63     423.92    
VectorSearchOnly                         1000     128      100      1000     500       500      333.77     386.40     634.93     833.35    
VectorSearchOnly                         1000     256      100      1000     100       100      27.74      35.38      65.01      84.68     
VectorSearchOnly                         1000     256      100      1000     300       100      28.20      33.66      50.92      82.54     
VectorSearchOnly                         1000     256      100      1000     500       100      33.08      39.18      62.97      82.10     
VectorSearchOnly                         1000     256      100      1000     500       250      107.80     149.54     271.48     365.77    
VectorSearchOnly                         1000     256      100      1000     500       500      642.34     732.85     989.07     1167.68   
functionalHybdrid                        10000    64       100      10000    100       100      51.27      60.81      84.54      102.52    
functionalHybdrid                        10000    64       100      10000    300       100      50.76      59.59      82.76      99.23     
functionalHybdrid                        10000    64       100      10000    500       100      50.27      58.49      82.07      98.64     
functionalHybdrid                        10000    64       100      10000    500       250      123.02     143.99     240.18     299.96    
functionalHybdrid                        10000    64       100      10000    500       500      237.91     270.66     381.85     448.88    
functionalHybdrid                        10000    128      100      10000    100       100      99.73      118.03     161.62     196.04    
functionalHybdrid                        10000    128      100      10000    300       100      98.50      116.79     165.98     200.72    
functionalHybdrid                        10000    128      100      10000    500       100      101.49     119.26     164.24     199.24    
functionalHybdrid                        10000    128      100      10000    500       250      235.75     282.20     426.13     503.06    
functionalHybdrid                        10000    128      100      10000    500       500      445.50     498.90     644.94     751.64    
functionalHybdrid                        10000    256      100      10000    100       100      222.63     254.10     339.41     388.07    
functionalHybdrid                        10000    256      100      10000    300       100      208.07     239.62     315.51     366.54    
functionalHybdrid                        10000    256      100      10000    500       100      210.12     239.66     311.39     360.91    
functionalHybdrid                        10000    256      100      10000    500       250      467.06     544.79     758.02     975.32    
functionalHybdrid                        10000    256      100      10000    500       500      1008.38    1217.79    1561.83    1899.90   
functionalHybdrid                        10000    512      100      10000    100       100      387.60     453.23     717.53     1094.30   
functionalHybdrid                        10000    512      100      10000    300       100      370.05     429.92     592.03     735.69    
functionalHybdrid                        10000    512      100      10000    500       100      372.18     432.08     636.90     4830.25   
functionalHybdrid                        10000    512      100      10000    500       250      832.63     971.84     1872.25    14353.52  
functionalHybdrid                        10000    512      100      10000    500       500      1501.38    1734.09    2756.48    10917.87  
VectorSearchOnly                         10000    64       100      10000    100       100      43.12      51.75      75.19      95.53     
VectorSearchOnly                         10000    64       100      10000    300       100      43.09      51.54      73.27      89.31     
VectorSearchOnly                         10000    64       100      10000    500       100      43.67      50.95      71.57      86.20     
VectorSearchOnly                         10000    64       100      10000    500       250      94.60      110.68     159.31     190.22    
VectorSearchOnly                         10000    64       100      10000    500       500      186.63     220.51     300.28     349.68    
VectorSearchOnly                         10000    128      100      10000    100       100      77.10      101.49     172.16     224.48    
VectorSearchOnly                         10000    128      100      10000    300       100      76.64      100.07     169.45     226.49    
VectorSearchOnly                         10000    128      100      10000    500       100      106.87     154.90     274.76     363.17    
VectorSearchOnly                         10000    128      100      10000    500       250      202.96     249.64     468.52     703.83    
VectorSearchOnly                         10000    128      100      10000    500       500      430.62     780.73     1098.57    1296.07   
VectorSearchOnly                         10000    256      100      10000    100       100      77.96      106.81     193.45     266.63    
VectorSearchOnly                         10000    256      100      10000    300       100      117.80     151.90     240.39     321.62    
VectorSearchOnly                         10000    256      100      10000    500       100      163.59     212.66     331.82     456.77    
VectorSearchOnly                         10000    256      100      10000    500       250      384.23     483.35     693.88     858.98    
VectorSearchOnly                         10000    256      100      10000    500       500      914.21     1038.19    1385.40    10047.90  
VectorSearchOnly                         10000    512      100      10000    100       100      241.03     281.59     416.94     10163.19  
VectorSearchOnly                         10000    512      100      10000    300       100      241.28     277.42     435.82     5895.98   
VectorSearchOnly                         10000    512      100      10000    500       100      219.65     268.15     457.90     1699.73   
VectorSearchOnly                         10000    512      100      10000    500       250      769.68     1124.82    1362.52    7191.41   
VectorSearchOnly                         10000    512      100      10000    500       500      985.28     1141.36    1660.59    17468.12  
functionalHybdrid                        50000    64       100      50000    100       100      63.32      77.39      116.92     146.01    
functionalHybdrid                        50000    64       100      50000    300       100      54.17      63.88      90.14      109.21    
functionalHybdrid                        50000    64       100      50000    500       100      55.59      64.95      90.55      109.92    
functionalHybdrid                        50000    64       100      50000    500       250      122.08     140.04     192.48     600.53    
functionalHybdrid                        50000    64       100      50000    500       500      233.17     260.91     466.22     748.18    
functionalHybdrid                        50000    128      100      50000    100       100      100.42     119.54     167.71     204.34    
functionalHybdrid                        50000    128      100      50000    300       100      101.71     120.10     167.52     204.14    
functionalHybdrid                        50000    128      100      50000    500       100      103.96     122.90     171.45     206.46    
functionalHybdrid                        50000    128      100      50000    500       250      241.51     279.42     648.09     836.69    
functionalHybdrid                        50000    128      100      50000    500       500      495.19     605.72     932.84     1159.34   
functionalHybdrid                        50000    256      100      50000    100       100      220.28     251.31     329.06     383.21    
functionalHybdrid                        50000    256      100      50000    300       100      221.62     252.06     323.92     378.37    
functionalHybdrid                        50000    256      100      50000    500       100      219.53     248.93     321.88     377.44    
functionalHybdrid                        50000    256      100      50000    500       250      514.86     674.93     1079.67    1338.41   
functionalHybdrid                        50000    256      100      50000    500       500      1173.48    1389.19    1893.54    2464.01   
functionalHybdrid                        50000    512      100      50000    100       100      407.58     466.66     671.24     860.49    
functionalHybdrid                        50000    512      100      50000    300       100      420.32     480.62     685.21     884.67    
functionalHybdrid                        50000    512      100      50000    500       100      421.50     482.00     687.89     883.32    
functionalHybdrid                        50000    512      100      50000    500       250      804.12     975.15     2043.42    13542.75  
functionalHybdrid                        50000    512      100      50000    500       500      1480.47    1744.57    3032.43    22468.47  
VectorSearchOnly                         50000    64       100      50000    100       100      47.72      58.70      89.03      114.60    
VectorSearchOnly                         50000    64       100      50000    300       100      43.43      51.74      74.54      91.92     
VectorSearchOnly                         50000    64       100      50000    500       100      43.61      51.19      72.21      89.23     
VectorSearchOnly                         50000    64       100      50000    500       250      112.98     135.44     258.46     305.79    
VectorSearchOnly                         50000    64       100      50000    500       500      170.06     202.92     334.09     392.28    
VectorSearchOnly                         50000    128      100      50000    100       100      95.95      117.19     174.00     217.49    
VectorSearchOnly                         50000    128      100      50000    300       100      93.47      116.42     178.04     224.23    
VectorSearchOnly                         50000    128      100      50000    500       100      93.63      116.25     175.94     224.73    
VectorSearchOnly                         50000    128      100      50000    500       250      264.43     353.76     585.85     765.79    
VectorSearchOnly                         50000    128      100      50000    500       500      424.72     487.74     670.41     796.23    
VectorSearchOnly                         50000    256      100      50000    100       100      183.62     236.39     359.07     512.26    
VectorSearchOnly                         50000    256      100      50000    300       100      185.94     237.18     359.92     476.93    
VectorSearchOnly                         50000    256      100      50000    500       100      208.13     249.94     365.65     475.37    
VectorSearchOnly                         50000    256      100      50000    500       250      492.06     606.73     870.52     1201.55   
VectorSearchOnly                         50000    256      100      50000    500       500      859.25     1025.37    1443.21    8740.24   
VectorSearchOnly                         50000    512      100      50000    100       100      236.89     287.37     500.60     2455.11   
VectorSearchOnly                         50000    512      100      50000    300       100      234.50     287.42     478.88     2047.72   
VectorSearchOnly                         50000    512      100      50000    500       100      243.70     303.01     871.52     2495.09   
VectorSearchOnly                         50000    512      100      50000    500       250      546.21     692.67     2295.71    21960.01  
VectorSearchOnly                         50000    512      100      50000    500       500      996.25     1170.39    2864.51    26467.46  
functionalHybdrid                        100000   64       100      100000   100       100      60.98      73.27      107.27     133.40    
functionalHybdrid                        100000   64       100      100000   300       100      56.67      66.99      94.69      115.27    
functionalHybdrid                        100000   64       100      100000   500       100      54.92      64.01      88.41      107.02    
functionalHybdrid                        100000   64       100      100000   500       250      120.54     137.57     183.78     999.55    
functionalHybdrid                        100000   64       100      100000   500       500      237.14     265.36     375.45     1143.56   
functionalHybdrid                        100000   128      100      100000   100       100      102.74     122.56     172.69     210.15    
functionalHybdrid                        100000   128      100      100000   300       100      106.18     125.87     176.54     214.75    
functionalHybdrid                        100000   128      100      100000   500       100      105.32     124.16     172.68     208.37    
functionalHybdrid                        100000   128      100      100000   500       250      265.39     315.65     483.26     1254.26   
functionalHybdrid                        100000   128      100      100000   500       500      450.97     506.84     1149.32    1484.47   
functionalHybdrid                        100000   256      100      100000   100       100      232.14     264.36     338.00     391.87    
functionalHybdrid                        100000   256      100      100000   300       100      228.80     260.24     336.41     393.63    
functionalHybdrid                        100000   256      100      100000   500       100      222.84     252.51     327.60     381.89    
functionalHybdrid                        100000   256      100      100000   500       250      603.48     743.78     1330.20    1828.03   
functionalHybdrid                        100000   256      100      100000   500       500      1119.57    1351.61    1979.81    2585.94   
functionalHybdrid                        100000   512      100      100000   100       100      397.56     455.03     657.37     869.32    
functionalHybdrid                        100000   512      100      100000   300       100      418.91     479.78     683.69     874.44    
functionalHybdrid                        100000   512      100      100000   500       100      418.36     480.14     687.13     888.44    
functionalHybdrid                        100000   512      100      100000   500       250      776.58     919.84     1945.72    9780.31   
functionalHybdrid                        100000   512      100      100000   500       500      1484.96    1754.67    3491.48    40078.04  
VectorSearchOnly                         100000   64       100      100000   100       100      43.51      52.12      75.65      93.52     
VectorSearchOnly                         100000   64       100      100000   300       100      43.09      51.48      74.30      91.77     
VectorSearchOnly                         100000   64       100      100000   500       100      43.57      51.08      71.90      88.51     
VectorSearchOnly                         100000   64       100      100000   500       250      102.32     120.15     350.41     406.02    
VectorSearchOnly                         100000   64       100      100000   500       500      179.01     216.75     444.89     531.00    
VectorSearchOnly                         100000   128      100      100000   100       100      89.83      114.81     188.44     257.93    
VectorSearchOnly                         100000   128      100      100000   300       100      86.71      110.53     178.77     236.74    
VectorSearchOnly                         100000   128      100      100000   500       100      92.22      113.48     171.42     217.52    
VectorSearchOnly                         100000   128      100      100000   500       250      247.01     332.41     597.07     791.83    
VectorSearchOnly                         100000   128      100      100000   500       500      459.93     572.39     996.88     1256.15   
VectorSearchOnly                         100000   256      100      100000   100       100      203.65     246.42     359.25     469.68    
VectorSearchOnly                         100000   256      100      100000   300       100      214.36     254.15     354.30     445.25    
VectorSearchOnly                         100000   256      100      100000   500       100      188.01     233.13     363.70     515.24    
VectorSearchOnly                         100000   256      100      100000   500       250      486.56     620.33     943.78     1232.70   
VectorSearchOnly                         100000   256      100      100000   500       500      900.35     1062.91    1483.13    8725.98   
VectorSearchOnly                         100000   512      100      100000   100       100      245.97     290.35     783.01     5873.01   
VectorSearchOnly                         100000   512      100      100000   300       100      246.54     297.14     854.63     2700.45   
VectorSearchOnly                         100000   512      100      100000   500       100      255.10     302.59     561.66     2364.42   
VectorSearchOnly                         100000   512      100      100000   500       250      561.09     728.81     1866.83    19513.49  
VectorSearchOnly                         100000   512      100      100000   500       500      1056.69    1265.83    2774.10    30925.90  
======================================================================================================================================================



M40 base*5 cluster + 3 * s60 Search nodes

======================================================================================================================================================
Pipeline                                 RPM      Threads  Sample   Reqs     NumCand   topK     P50(ms)    P70(ms)    P95(ms)    P99(ms)   
======================================================================================================================================================
functionalHybdrid                        1000     64       100      1000     100       100      21.35      38.41      933.92     1262.08   
functionalHybdrid                        1000     64       100      1000     300       100      19.88      31.90      939.10     1261.24   
functionalHybdrid                        1000     64       100      1000     500       100      23.08      31.96      543.17     831.14    
functionalHybdrid                        1000     64       100      1000     500       250      38.20      71.08      1751.99    2261.98   
functionalHybdrid                        1000     64       100      1000     500       500      72.51      161.98     2703.39    3705.62   
functionalHybdrid                        1000     128      100      1000     100       100      47.01      67.26      169.06     371.80    
functionalHybdrid                        1000     128      100      1000     300       100      45.43      64.79      341.92     508.02    
functionalHybdrid                        1000     128      100      1000     500       100      58.01      72.72      203.75     375.42    
functionalHybdrid                        1000     128      100      1000     500       250      119.45     163.26     1130.10    1476.92   
functionalHybdrid                        1000     128      100      1000     500       500      232.27     344.27     2116.56    3055.32   
functionalHybdrid                        1000     256      100      1000     100       100      31.08      40.51      101.72     124.67    
functionalHybdrid                        1000     256      100      1000     300       100      33.99      41.78      100.34     134.76    
functionalHybdrid                        1000     256      100      1000     500       100      40.27      48.70      86.85      157.71    
functionalHybdrid                        1000     256      100      1000     500       250      322.04     396.34     675.44     895.55    
functionalHybdrid                        1000     256      100      1000     500       500      615.27     813.53     2666.31    3396.02   
VectorSearchOnly                         1000     64       100      1000     100       100      34.92      45.33      82.02      107.74    
VectorSearchOnly                         1000     64       100      1000     300       100      36.98      46.72      80.15      113.50    
VectorSearchOnly                         1000     64       100      1000     500       100      37.72      46.72      75.72      100.36    
VectorSearchOnly                         1000     64       100      1000     500       250      74.02      96.15      194.12     263.83    
VectorSearchOnly                         1000     64       100      1000     500       500      73.83      126.81     703.69     1298.47   
VectorSearchOnly                         1000     128      100      1000     100       100      29.38      37.10      61.30      81.36     
VectorSearchOnly                         1000     128      100      1000     300       100      28.89      35.38      55.89      74.37     
VectorSearchOnly                         1000     128      100      1000     500       100      31.27      41.02      76.83      105.93    
VectorSearchOnly                         1000     128      100      1000     500       250      116.58     156.39     239.33     298.70    
VectorSearchOnly                         1000     128      100      1000     500       500      211.63     331.55     1080.82    1584.64   
VectorSearchOnly                         1000     256      100      1000     100       100      20.32      24.47      37.41      50.22     
VectorSearchOnly                         1000     256      100      1000     300       100      21.98      25.44      39.60      55.73     
VectorSearchOnly                         1000     256      100      1000     500       100      25.50      30.18      45.44      55.56     
VectorSearchOnly                         1000     256      100      1000     500       250      67.46      82.95      156.55     201.90    
VectorSearchOnly                         1000     256      100      1000     500       500      466.02     575.71     1005.67    1352.07   
functionalHybdrid                        10000    64       100      10000    100       100      41.53      49.39      71.24      88.99     
functionalHybdrid                        10000    64       100      10000    300       100      42.38      49.53      68.72      83.55     
functionalHybdrid                        10000    64       100      10000    500       100      42.49      48.36      65.32      81.54     
functionalHybdrid                        10000    64       100      10000    500       250      88.47      103.07     218.15     255.66    
functionalHybdrid                        10000    64       100      10000    500       500      176.31     209.77     332.00     390.50    
functionalHybdrid                        10000    128      100      10000    100       100      74.92      98.88      164.85     214.23    
functionalHybdrid                        10000    128      100      10000    300       100      73.71      94.84      161.68     207.40    
functionalHybdrid                        10000    128      100      10000    500       100      78.95      98.72      158.34     205.05    
functionalHybdrid                        10000    128      100      10000    500       250      188.35     235.04     384.09     449.76    
functionalHybdrid                        10000    128      100      10000    500       500      382.53     460.53     836.73     1208.14   
functionalHybdrid                        10000    256      100      10000    100       100      177.80     220.02     331.26     460.34    
functionalHybdrid                        10000    256      100      10000    300       100      110.09     150.61     267.38     359.55    
functionalHybdrid                        10000    256      100      10000    500       100      91.84      126.29     227.10     307.64    
functionalHybdrid                        10000    256      100      10000    500       250      442.88     531.81     738.11     884.92    
functionalHybdrid                        10000    256      100      10000    500       500      808.60     983.95     1470.37    3553.04   
functionalHybdrid                        10000    512      100      10000    100       100      327.54     398.57     1237.08    2574.90   
functionalHybdrid                        10000    512      100      10000    300       100      315.43     390.80     587.97     872.50    
functionalHybdrid                        10000    512      100      10000    500       100      365.95     420.69     585.33     744.21    
functionalHybdrid                        10000    512      100      10000    500       250      854.45     1021.19    1788.52    7925.89   
functionalHybdrid                        10000    512      100      10000    500       500      1460.54    1646.56    2291.84    39569.29  
VectorSearchOnly                         10000    64       100      10000    100       100      42.19      52.04      79.75      101.26    
VectorSearchOnly                         10000    64       100      10000    300       100      41.92      51.49      78.58      97.29     
VectorSearchOnly                         10000    64       100      10000    500       100      42.65      51.61      75.16      94.36     
VectorSearchOnly                         10000    64       100      10000    500       250      94.66      113.95     169.87     207.96    
VectorSearchOnly                         10000    64       100      10000    500       500      155.69     184.52     242.97     294.85    
VectorSearchOnly                         10000    128      100      10000    100       100      73.63      99.63      174.95     237.73    
VectorSearchOnly                         10000    128      100      10000    300       100      73.49      99.18      172.73     229.89    
VectorSearchOnly                         10000    128      100      10000    500       100      75.01      99.54      168.98     222.27    
VectorSearchOnly                         10000    128      100      10000    500       250      193.50     237.62     350.46     433.18    
VectorSearchOnly                         10000    128      100      10000    500       500      437.76     494.51     660.36     879.55    
VectorSearchOnly                         10000    256      100      10000    100       100      79.71      109.70     200.18     277.31    
VectorSearchOnly                         10000    256      100      10000    300       100      88.41      125.46     237.69     334.54    
VectorSearchOnly                         10000    256      100      10000    500       100      78.52      106.85     196.14     272.45    
VectorSearchOnly                         10000    256      100      10000    500       250      351.91     524.33     634.59     6015.20   
VectorSearchOnly                         10000    256      100      10000    500       500      701.51     873.75     1343.08    9820.09   
VectorSearchOnly                         10000    512      100      10000    100       100      225.49     277.69     578.44     2040.12   
VectorSearchOnly                         10000    512      100      10000    300       100      224.66     275.80     461.06     3454.41   
VectorSearchOnly                         10000    512      100      10000    500       100      64.51      80.86      128.53     171.20    
VectorSearchOnly                         10000    512      100      10000    500       250      503.20     623.28     947.97     9903.36   
VectorSearchOnly                         10000    512      100      10000    500       500      955.54     1137.29    1553.33    22736.00  
functionalHybdrid                        50000    64       100      50000    100       100      50.35      60.76      88.56      109.84    
functionalHybdrid                        50000    64       100      50000    300       100      42.03      49.12      69.94      87.01     
functionalHybdrid                        50000    64       100      50000    500       100      43.07      49.04      67.13      85.05     
functionalHybdrid                        50000    64       100      50000    500       250      87.84      99.81      137.89     593.91    
functionalHybdrid                        50000    64       100      50000    500       500      185.50     210.77     342.55     707.71    
functionalHybdrid                        50000    128      100      50000    100       100      82.54      103.27     161.23     205.11    
functionalHybdrid                        50000    128      100      50000    300       100      87.94      106.48     155.98     196.89    
functionalHybdrid                        50000    128      100      50000    500       100      100.54     122.24     182.90     229.20    
functionalHybdrid                        50000    128      100      50000    500       250      190.33     223.45     670.32     789.52    
functionalHybdrid                        50000    128      100      50000    500       500      373.47     503.02     858.90     1078.22   
functionalHybdrid                        50000    256      100      50000    100       100      172.60     240.98     391.29     507.25    
functionalHybdrid                        50000    256      100      50000    300       100      213.81     276.80     429.67     528.88    
functionalHybdrid                        50000    256      100      50000    500       100      188.71     242.89     365.50     446.12    
functionalHybdrid                        50000    256      100      50000    500       250      536.49     707.66     1109.27    1379.25   
functionalHybdrid                        50000    256      100      50000    500       500      966.38     1183.58    1675.56    1987.21   
functionalHybdrid                        50000    512      100      50000    100       100      333.24     390.84     602.17     2815.81   
functionalHybdrid                        50000    512      100      50000    300       100      361.87     420.17     615.89     997.01    
functionalHybdrid                        50000    512      100      50000    500       100      401.45     460.24     877.06     3488.13   
functionalHybdrid                        50000    512      100      50000    500       250      802.79     998.60     2012.45    16299.13  
functionalHybdrid                        50000    512      100      50000    500       500      1529.35    1805.15    4082.95    22469.16  
VectorSearchOnly                         50000    64       100      50000    100       100      46.62      57.17      84.54      104.58    
VectorSearchOnly                         50000    64       100      50000    300       100      42.88      52.06      77.87      97.98     
VectorSearchOnly                         50000    64       100      50000    500       100      43.19      51.98      77.17      97.10     
VectorSearchOnly                         50000    64       100      50000    500       250      95.59      114.46     256.23     298.01    
VectorSearchOnly                         50000    64       100      50000    500       500      141.74     178.73     314.65     366.65    
VectorSearchOnly                         50000    128      100      50000    100       100      80.78      108.51     185.60     246.54    
VectorSearchOnly                         50000    128      100      50000    300       100      91.20      114.42     175.66     225.44    
VectorSearchOnly                         50000    128      100      50000    500       100      97.71      119.28     178.48     223.21    
VectorSearchOnly                         50000    128      100      50000    500       250      240.65     314.48     493.63     621.24    
VectorSearchOnly                         50000    128      100      50000    500       500      369.59     454.21     761.74     1136.47   
VectorSearchOnly                         50000    256      100      50000    100       100      172.95     236.10     389.32     563.22    
VectorSearchOnly                         50000    256      100      50000    300       100      218.20     259.06     363.45     465.67    
VectorSearchOnly                         50000    256      100      50000    500       100      159.74     225.25     353.28     482.98    
VectorSearchOnly                         50000    256      100      50000    500       250      491.00     606.27     876.78     1210.57   
VectorSearchOnly                         50000    256      100      50000    500       500      792.74     950.88     1306.65    1683.47   
VectorSearchOnly                         50000    512      100      50000    100       100      213.58     289.62     877.33     2407.82   
VectorSearchOnly                         50000    512      100      50000    300       100      234.66     284.50     838.52     9514.68   
VectorSearchOnly                         50000    512      100      50000    500       100      404.62     545.56     715.10     2007.68   
VectorSearchOnly                         50000    512      100      50000    500       250      511.61     643.94     1025.15    29359.81  
VectorSearchOnly                         50000    512      100      50000    500       500      1070.70    1255.34    4275.42    18715.15  
functionalHybdrid                        100000   64       100      100000   100       100      56.63      72.36      113.39     141.99    
functionalHybdrid                        100000   64       100      100000   300       100      42.66      49.42      67.92      82.87     
functionalHybdrid                        100000   64       100      100000   500       100      42.87      48.96      66.93      84.22     
functionalHybdrid                        100000   64       100      100000   500       250      87.94      99.49      132.86     1022.48   
functionalHybdrid                        100000   64       100      100000   500       500      155.25     175.82     240.42     1108.05   
functionalHybdrid                        100000   128      100      100000   100       100      85.22      107.05     166.24     212.94    
functionalHybdrid                        100000   128      100      100000   300       100      90.86      109.60     159.26     196.82    
functionalHybdrid                        100000   128      100      100000   500       100      86.93      104.12     151.14     188.54    
functionalHybdrid                        100000   128      100      100000   500       250      214.21     258.69     452.04     1236.27   
functionalHybdrid                        100000   128      100      100000   500       500      340.15     397.51     1148.98    1398.88   
functionalHybdrid                        100000   256      100      100000   100       100      214.63     264.13     403.73     497.57    
functionalHybdrid                        100000   256      100      100000   300       100      223.52     286.92     424.50     519.87    
functionalHybdrid                        100000   256      100      100000   500       100      191.87     248.24     375.08     464.39    
functionalHybdrid                        100000   256      100      100000   500       250      490.12     627.87     1368.08    1744.97   
functionalHybdrid                        100000   256      100      100000   500       500      820.77     1114.57    1847.81    2444.19   
functionalHybdrid                        100000   512      100      100000   100       100      385.48     455.02     1284.02    1516.77   
functionalHybdrid                        100000   512      100      100000   300       100      450.69     475.87     1451.43    1497.07   
functionalHybdrid                        100000   512      100      100000   500       100      337.92     409.24     788.93     2908.86   
functionalHybdrid                        100000   512      100      100000   500       250      781.81     945.65     2258.99    11087.96  
functionalHybdrid                        100000   512      100      100000   500       500      1462.32    1760.10    3161.28    12214.22  
VectorSearchOnly                         100000   64       100      100000   100       100      42.82      52.41      79.24      100.35    
VectorSearchOnly                         100000   64       100      100000   300       100      42.77      52.13      78.78      100.04    
VectorSearchOnly                         100000   64       100      100000   500       100      43.14      51.87      76.38      96.11     
VectorSearchOnly                         100000   64       100      100000   500       250      98.20      116.19     346.21     404.50    
